http://org.softlang.com/EcorePackageGenmodel,stargazers_count,pushed_at,http://org.softlang.com/EcorePackageXMI,http://org.softlang.com/qegal/EE,http://org.softlang.com/Folder,language,repository,http://org.softlang.com/Ant,genmodel,http://org.softlang.com/qegal/EJ1,http://org.softlang.com/qegal/EJ3,http://org.softlang.com/Pom,http://org.softlang.com/qegal/EJ2,http://org.softlang.com/Gradle,http://org.softlang.com/EcorePackageJava,state,http://org.softlang.com/File,http://org.softlang.com/EcoreClassifierJava,http://org.softlang.com/EcoreClassifierXMI,duplicates,http://org.softlang.com/GeneratorModel,http://org.softlang.com/qegal/E,http://org.softlang.com/qegal/G,http://org.softlang.com/Ecore,sha,http://org.softlang.com/qegal/EJJ,http://org.softlang.com/correspondsTo,eobject,http://org.softlang.com/qegal/J,size,http://org.softlang.com/partOf,ecore,default_branch,http://org.softlang.com/qegal/EJc2,components,sha_data,http://org.softlang.com/manifestsAs,created_at,http://org.softlang.com/Genmodel,http://org.softlang.com/uri,http://org.softlang.com/refersTo,updated_at,http://org.softlang.com/EcoreFactoryJava,http://org.softlang.com/name,http://org.softlang.com/OSGiProject,uniform_build,http://org.softlang.com/XML,http://org.softlang.com/nsUri,http://org.softlang.com/Manifest,http://org.softlang.com/refOccurs,http://org.softlang.com/Java,http://org.softlang.com/elementOf,time,watchers_count,http://org.softlang.com/nsPrefix,forks_count
2.0,1.0,2013-08-13T11:56:47Z,2.0,,123.0,Java,paissad/waqtsalat-eclipse-plugin,0.0,2.0,,2.0,0.0,,0.0,2.0,done,512.0,,11.0,0.0,2,2.0,2.0,2.0,db40ba2f8477b80482b7f49f51a372b1a50a4eff,,2.0,4.0,2.0,33616.0,649.0,2.0,master,2.0,1.0,2013-08-11T12:41:19Z,635.0,2013-07-22T06:40:02Z,2.0,11.0,2.0,2013-11-04T00:51:34Z,2.0,11.0,10.0,True,52.0,17.0,1.0,27.0,93.0,188.0,1141,1.0,2.0,0.0
1.0,1.0,2012-07-12T12:14:25Z,1.0,,14.0,Java,Yves-T/EMF_JFace_databinding,0.0,1.0,,1.0,0.0,,0.0,1.0,done,27.0,2.0,2.0,0.0,1,1.0,1.0,1.0,bdfa1a4432e473547390a0a7638a63eba3ea306c,,3.0,4.0,1.0,104.0,44.0,1.0,master,,1.0,2012-07-12T12:12:37Z,41.0,2012-07-12T11:58:50Z,1.0,4.0,1.0,2014-03-01T08:33:56Z,1.0,2.0,1.0,True,4.0,5.0,1.0,8.0,18.0,34.0,594,1.0,1.0,0.0
1.0,1.0,2016-06-16T11:31:53Z,1.0,,24.0,Java,patnan/papyrus_anatomy,0.0,1.0,,1.0,0.0,,0.0,1.0,done,42.0,5.0,5.0,0.0,1,1.0,1.0,1.0,121c7d6784a68efbfd0fc2d53338417ec90a9ed2,,6.0,3.0,1.0,48.0,72.0,1.0,master,,1.0,2016-06-16T11:31:53Z,66.0,2016-05-17T09:19:25Z,1.0,10.0,1.0,2017-04-27T11:29:10Z,1.0,5.0,1.0,True,15.0,8.0,1.0,11.0,19.0,52.0,641,1.0,1.0,0.0
9.0,1.0,2017-12-08T09:56:44Z,13.0,2.0,501.0,Java,PalladioSimulator/Palladio-Addons-PerOpteryx,0.0,6.0,,13.0,0.0,,0.0,12.0,done,1480.0,138.0,141.0,0.0,6,13.0,9.0,9.0,0e36b5ae8c0d654bedb9507c827577bb124f97ec,,153.0,70.0,12.0,11477.0,2143.0,9.0,master,1.0,1.0,2017-06-12T08:52:33Z,1981.0,2017-06-01T13:59:35Z,6.0,279.0,2.0,2017-12-15T08:28:27Z,12.0,141.0,29.0,True,152.0,178.0,1.0,389.0,863.0,1413.0,1547,1.0,13.0,0.0
1.0,1.0,2018-02-13T17:01:30Z,1.0,,13.0,TeX,dsevilla/jisbd17-nosql,0.0,1.0,1.0,,0.0,,0.0,,done,67.0,,3.0,0.0,1,1.0,1.0,1.0,0cd28ae187f9eeab21dc1485d9f972c0107c87f9,,,0.0,,15074.0,84.0,1.0,master,,1.0,2018-02-13T17:01:30Z,80.0,2017-07-12T17:46:03Z,1.0,3.0,1.0,2017-09-26T23:08:06Z,,3.0,1.0,True,5.0,4.0,1.0,1.0,,14.0,1026,1.0,1.0,1.0
1.0,1.0,2012-07-24T19:52:09Z,1.0,,27.0,Java,saurav28/Eclipse-Training,0.0,1.0,,1.0,0.0,,0.0,1.0,done,68.0,15.0,15.0,0.0,1,1.0,1.0,1.0,4dfbe4b2bdcff12609e5ea501a7bb2b361635f54,,16.0,7.0,1.0,148.0,111.0,1.0,master,,1.0,2012-07-24T19:50:36Z,95.0,2012-07-24T19:34:45Z,1.0,30.0,1.0,2013-09-05T06:51:32Z,1.0,15.0,2.0,True,10.0,18.0,1.0,10.0,48.0,98.0,641,1.0,1.0,0.0
1.0,1.0,2012-03-12T18:53:32Z,1.0,,10.0,Java,lmcalvs/modelSamples,0.0,1.0,,1.0,0.0,,0.0,1.0,done,42.0,10.0,12.0,0.0,1,1.0,1.0,1.0,29334f61c74236f4a22178d827eda8d518ad1a57,,11.0,12.0,1.0,144.0,65.0,1.0,master,1.0,1.0,2012-03-12T18:22:44Z,52.0,2012-03-12T18:48:08Z,1.0,22.0,1.0,2013-10-24T03:21:17Z,1.0,12.0,1.0,True,10.0,15.0,1.0,3.0,28.0,68.0,656,1.0,1.0,0.0
9.0,1.0,2011-09-30T17:54:07Z,9.0,,178.0,Java,sarobenalt/cdo_server_defs_prototype,0.0,9.0,,9.0,0.0,,0.0,9.0,done,530.0,60.0,59.0,0.0,9,9.0,9.0,9.0,4f8edf5ddefca9ae7b843547fd426f0e8331d8fe,,68.0,6.0,9.0,408.0,784.0,9.0,master,,1.0,2011-09-30T17:53:07Z,708.0,2011-09-26T23:56:15Z,9.0,119.0,9.0,2013-10-19T23:34:22Z,9.0,59.0,10.0,True,61.0,86.0,1.0,47.0,255.0,509.0,766,1.0,9.0,0.0
8.0,1.0,2015-08-13T07:55:09Z,17.0,8.0,195.0,Java,markus1978/tef,0.0,8.0,12.0,5.0,0.0,,0.0,4.0,done,1304.0,230.0,564.0,0.0,8,17.0,8.0,11.0,38bfc24dc64822b7b3ed74e41f85b3a8c10c1955,,382.0,34.0,4.0,6901.0,2087.0,11.0,master,3.0,1.0,2015-08-13T07:51:37Z,1499.0,2014-10-21T12:13:17Z,8.0,794.0,8.0,2017-03-23T13:53:29Z,4.0,564.0,11.0,True,63.0,589.0,1.0,73.0,946.0,1877.0,1051,1.0,17.0,1.0
2.0,1.0,2015-01-06T15:02:07Z,53.0,,71.0,Java,VitoInfinito/moodels,0.0,1.0,53.0,,0.0,,0.0,,done,194.0,,167.0,0.0,1,53.0,2.0,3.0,bbc06fcb7762df46bbcfd90cff4fb4768e7f670a,,,0.0,,16596.0,486.0,2.0,master,,1.0,2015-01-06T15:01:57Z,265.0,2014-11-04T13:57:45Z,1.0,167.0,1.0,2015-11-11T12:55:55Z,,167.0,2.0,True,23.0,220.0,1.0,7.0,116.0,369.0,939,1.0,53.0,0.0
1.0,1.0,2011-08-19T06:52:42Z,1.0,,108.0,Java,loic-fejoz/QuizzTools,0.0,1.0,,1.0,0.0,,0.0,1.0,done,176.0,5.0,5.0,0.0,1,1.0,1.0,1.0,adfc8d49501d08cf1dd75759e7f53e801146e8f2,,6.0,8.0,1.0,644.0,290.0,1.0,master,,1.0,2011-08-19T06:52:25Z,284.0,2011-08-17T09:21:45Z,1.0,10.0,1.0,2013-11-05T07:44:12Z,1.0,5.0,11.0,True,41.0,8.0,1.0,61.0,68.0,147.0,843,1.0,1.0,0.0
1.0,1.0,2013-11-10T11:53:24Z,1.0,,46.0,Java,pcdavid/eclipsecon-europe-2013,0.0,1.0,,1.0,0.0,,0.0,1.0,done,74.0,9.0,9.0,0.0,1,1.0,1.0,1.0,7963f3d80efb5d6542c2472d22e5b35b896a47a0,,10.0,6.0,1.0,13964.0,130.0,1.0,master,,1.0,2013-11-10T11:51:43Z,120.0,2013-10-01T11:49:17Z,1.0,18.0,1.0,2015-04-15T23:25:25Z,1.0,9.0,3.0,True,11.0,12.0,1.0,11.0,35.0,76.0,753,1.0,1.0,1.0
1.0,1.0,2017-06-01T15:09:07Z,11.0,,107.0,Java,ComplexAvionicsSystems/OAAM,0.0,1.0,,11.0,0.0,,0.0,11.0,done,1044.0,163.0,163.0,0.0,1,11.0,1.0,1.0,3b8308798a96ad46c61c4c65aa35e0ed28fbdffe,,174.0,15.0,11.0,777.0,1325.0,1.0,master,,1.0,2017-06-01T15:06:40Z,1151.0,2017-06-01T10:51:05Z,1.0,326.0,1.0,2018-01-03T08:17:30Z,11.0,163.0,3.0,True,15.0,196.0,1.0,11.0,577.0,960.0,1000,1.0,11.0,0.0
4.0,1.0,2016-05-04T03:04:00Z,5.0,,49.0,Java,CoreflightModeler/MetaModel,0.0,2.0,2.0,3.0,0.0,,0.0,3.0,done,393.0,30.0,44.0,0.0,2,5.0,4.0,4.0,df118a1785f806cd0f57fc1a6b78b53735bb53c5,,32.0,7.0,3.0,132.0,494.0,4.0,master,1.0,1.0,2016-05-04T03:01:48Z,442.0,2016-04-28T02:01:35Z,2.0,74.0,2.0,2016-04-28T05:47:32Z,3.0,44.0,4.0,True,21.0,55.0,1.0,16.0,166.0,290.0,688,1.0,5.0,0.0
1.0,1.0,2017-07-21T18:38:59Z,1.0,,94.0,Java,jawaialler/VariableCalibration,0.0,1.0,,1.0,0.0,,0.0,1.0,done,152.0,7.0,7.0,0.0,1,1.0,1.0,1.0,7bf808f77e874140f3d0b15a459f5b295c5f8524,,8.0,6.0,1.0,37189.0,254.0,1.0,master,,1.0,2017-07-21T18:38:45Z,246.0,2017-07-17T21:12:05Z,1.0,14.0,1.0,2018-02-03T22:21:41Z,1.0,7.0,7.0,True,23.0,10.0,1.0,27.0,68.0,125.0,765,1.0,1.0,0.0
1.0,1.0,2012-04-27T07:31:47Z,1.0,,34.0,Java,mtaal/texorcp,0.0,1.0,,1.0,0.0,,0.0,1.0,done,307.0,6.0,6.0,0.0,1,1.0,1.0,1.0,f8253128213dde9404a99a598b40212e8105abcc,,7.0,13.0,1.0,400.0,348.0,1.0,master,,1.0,2012-04-27T07:31:32Z,341.0,2012-04-19T18:37:54Z,1.0,12.0,1.0,2013-10-20T17:33:38Z,1.0,6.0,1.0,True,7.0,9.0,1.0,11.0,41.0,68.0,781,1.0,1.0,1.0
1.0,1.0,2012-07-18T14:57:13Z,1.0,,654.0,Java,ErikWittern/CloudServiceSelection,0.0,1.0,,1.0,0.0,,0.0,1.0,done,1210.0,23.0,23.0,0.0,1,1.0,1.0,1.0,e1063431ea0ffe68f9b9c7666c36297ca81ff41f,,24.0,27.0,1.0,143570.0,1888.0,1.0,master,,1.0,2012-07-18T14:57:03Z,1864.0,2012-05-16T15:08:44Z,1.0,46.0,1.0,2013-10-29T09:23:50Z,1.0,23.0,3.0,True,190.0,26.0,1.0,11.0,89.0,337.0,3220,1.0,1.0,3.0
1.0,1.0,2017-11-20T14:23:33Z,1.0,,46.0,Java,fujaba/org.fujaba.graphengine,0.0,1.0,1.0,,0.0,,0.0,,done,149.0,,3.0,0.0,1,1.0,1.0,1.0,2a9385b481d6d637f856adca44a8b51ba5fb6037,,,0.0,,3534.0,199.0,1.0,master,,1.0,2017-06-12T18:08:23Z,195.0,2016-11-24T12:53:43Z,1.0,3.0,1.0,2017-05-16T19:55:19Z,,3.0,1.0,True,33.0,4.0,1.0,2.0,42.0,84.0,925,1.0,1.0,0.0
1.0,1.0,2017-07-25T15:35:50Z,1.0,,27.0,Java,antoniogarmendia/PluginEcoreStatistics,0.0,1.0,,1.0,0.0,,0.0,1.0,done,74.0,10.0,8.0,0.0,1,1.0,1.0,1.0,2b1fe69b0eb0cf90facf4805f0019a034812c732,,9.0,4.0,1.0,173.0,110.0,1.0,master,,1.0,2017-07-25T15:35:31Z,101.0,2016-09-23T11:09:05Z,1.0,18.0,1.0,2017-06-23T18:11:18Z,1.0,8.0,1.0,True,6.0,11.0,1.0,9.0,28.0,60.0,641,1.0,1.0,0.0
1.0,1.0,2016-06-23T10:27:28Z,24.0,,108.0,Java,antoniogarmendia/Hawk-EMFSplitter_Integration,0.0,1.0,23.0,1.0,0.0,,0.0,1.0,done,394.0,14.0,135.0,0.0,1,24.0,1.0,24.0,f882d328a04416cb79464d4e12ced56a9f58524d,,15.0,17.0,1.0,601.0,661.0,24.0,master,,1.0,2016-06-23T10:26:49Z,502.0,2016-03-14T09:07:04Z,1.0,149.0,1.0,2017-06-23T18:10:56Z,1.0,135.0,6.0,True,49.0,161.0,1.0,36.0,98.0,360.0,718,1.0,24.0,0.0
1.0,1.0,2015-03-13T05:14:53Z,1.0,,75.0,Java,FindOut/Rich-GWT-Editor-Viewer,0.0,1.0,,1.0,0.0,,0.0,1.0,done,165.0,4.0,5.0,0.0,1,1.0,1.0,1.0,bbb7b3645e03692fbecbc84cea450565d6f720ff,,5.0,6.0,1.0,47004.0,246.0,1.0,master,1.0,1.0,2015-03-13T05:14:35Z,240.0,2011-12-28T10:26:33Z,1.0,9.0,,2015-03-13T05:14:53Z,1.0,5.0,4.0,True,24.0,8.0,1.0,11.0,34.0,81.0,1062,1.0,1.0,0.0
2.0,1.0,2012-02-01T13:49:31Z,2.0,,26.0,Java,fredrikattebrant/z.model.migrationtest,0.0,2.0,1.0,1.0,0.0,,0.0,1.0,done,61.0,3.0,6.0,0.0,2,2.0,2.0,2.0,4ec056eb418cc97802cc81aa35832187cab33f5f,,4.0,6.0,1.0,256.0,96.0,2.0,master,,1.0,2012-01-25T09:30:20Z,87.0,2012-02-01T12:59:49Z,2.0,9.0,2.0,2014-01-19T13:36:54Z,1.0,6.0,3.0,True,17.0,10.0,1.0,13.0,26.0,68.0,664,1.0,2.0,0.0
1.0,1.0,2016-09-02T12:39:37Z,1.0,,123.0,Java,FritzSolms/FitchFork-2,0.0,1.0,,1.0,0.0,,0.0,1.0,done,504.0,28.0,28.0,0.0,1,1.0,1.0,1.0,6f67053264eca56efece1d7f2a581ada0bd40926,,29.0,7.0,1.0,6504.0,656.0,1.0,master,,1.0,2016-09-02T12:37:50Z,627.0,2015-05-05T13:39:23Z,1.0,56.0,1.0,2016-07-29T08:07:14Z,1.0,28.0,1.0,True,28.0,31.0,1.0,2.0,62.0,154.0,896,1.0,1.0,1.0
1.0,1.0,2014-05-26T12:59:42Z,1.0,,52.0,Java,andydunkel/RCP-Demo-Application,0.0,1.0,,1.0,0.0,,0.0,1.0,done,87.0,1.0,1.0,0.0,1,1.0,1.0,1.0,00d97f4f8ef6753dccc3ddea8c41164468a5ff18,,2.0,2.0,1.0,224.0,141.0,1.0,master,,1.0,2014-05-26T12:59:30Z,139.0,2014-05-23T06:22:14Z,1.0,2.0,1.0,2017-11-07T05:26:15Z,1.0,1.0,6.0,True,19.0,4.0,1.0,29.0,38.0,77.0,687,1.0,1.0,0.0
1.0,1.0,2015-11-25T16:01:24Z,1.0,,23.0,Java,herkne/buildship-import-4-oomph,0.0,1.0,1.0,,0.0,,0.0,,done,29.0,,1.0,0.0,1,1.0,1.0,1.0,636643b980ca7932328b0f9ef07b746337991ee5,,,0.0,,38.0,54.0,1.0,master,,1.0,2015-11-25T15:56:21Z,52.0,2015-11-08T19:37:16Z,1.0,1.0,1.0,2017-09-18T19:00:15Z,,1.0,2.0,True,9.0,2.0,1.0,17.0,2.0,20.0,625,1.0,1.0,1.0
5.0,1.0,2012-10-01T12:53:11Z,6.0,2.0,148.0,Java,bendavid-olivier/mdsec,0.0,5.0,2.0,4.0,0.0,,0.0,3.0,done,878.0,53.0,120.0,0.0,5,6.0,5.0,6.0,eb2457a8e7086447b78a8042ea560a058af4b0d9,,60.0,32.0,3.0,18496.0,1156.0,6.0,master,1.0,1.0,2012-10-01T12:52:25Z,1026.0,2012-09-13T14:34:14Z,5.0,173.0,5.0,2013-11-07T03:08:30Z,3.0,120.0,2.0,True,24.0,132.0,1.0,6.0,338.0,567.0,1156,1.0,6.0,0.0
1.0,1.0,2014-04-07T20:56:05Z,8.0,,34.0,Java,yinonavraham/sqlite-db-modeler-plugin-4android,0.0,1.0,,8.0,0.0,,0.0,8.0,done,118.0,30.0,33.0,0.0,1,8.0,1.0,1.0,a2f16905bfee2acef0f8e9e09068a1a8f9cab3a9,,38.0,11.0,8.0,240.0,193.0,1.0,master,1.0,1.0,2014-04-07T20:51:52Z,152.0,2014-03-20T08:06:59Z,1.0,63.0,1.0,2014-12-08T20:55:27Z,8.0,33.0,1.0,True,5.0,57.0,1.0,2.0,108.0,205.0,654,1.0,8.0,0.0
1.0,1.0,2015-04-02T22:14:19Z,8.0,,53.0,Java,yatechorg/sqlite-db-modeler-plugin-4android,0.0,1.0,,8.0,0.0,,0.0,8.0,done,137.0,31.0,34.0,0.0,1,8.0,1.0,1.0,ac392898d42a0f1ecaa1befd245b6f36a1dcce08,,39.0,11.0,8.0,244.0,232.0,1.0,master,1.0,1.0,2015-04-02T22:14:22Z,190.0,2015-03-31T20:45:39Z,1.0,65.0,1.0,2015-04-02T22:15:10Z,8.0,34.0,2.0,True,7.0,58.0,1.0,5.0,118.0,221.0,657,1.0,8.0,0.0
1.0,1.0,2015-12-10T12:59:42Z,7.0,,101.0,Java,AresEkb/sql,0.0,1.0,,7.0,0.0,,0.0,7.0,done,577.0,70.0,74.0,0.0,1,7.0,1.0,1.0,730dd92b25954307ca0a4251216b98b12910c035,,77.0,33.0,7.0,917.0,759.0,1.0,master,1.0,1.0,2015-12-10T12:59:18Z,678.0,2015-11-03T14:03:59Z,1.0,144.0,1.0,2015-12-11T19:28:11Z,7.0,74.0,4.0,True,16.0,95.0,1.0,27.0,525.0,717.0,797,1.0,7.0,0.0
1.0,1.0,2012-08-25T12:51:22Z,1.0,,35.0,Java,Bathtor/KompicsIDE,0.0,1.0,,1.0,0.0,,0.0,1.0,done,104.0,9.0,9.0,0.0,1,1.0,1.0,1.0,bd20b59470f92156d1e9cb5c2c56e88b97a072b7,,10.0,18.0,1.0,400.0,149.0,1.0,master,,1.0,2012-08-25T12:51:21Z,139.0,2012-08-25T10:39:08Z,1.0,18.0,1.0,2013-10-27T06:47:31Z,1.0,9.0,2.0,True,16.0,12.0,1.0,12.0,57.0,101.0,937,1.0,1.0,0.0
1.0,1.0,2016-12-07T07:04:14Z,1.0,,59.0,Java,GENIVI/persistence-db-configuration-tool,0.0,1.0,,1.0,0.0,,0.0,1.0,done,203.0,12.0,13.0,0.0,1,1.0,1.0,1.0,719884b3c7f407a09391c7337fb289dc9863e5d0,,13.0,5.0,1.0,2282.0,276.0,1.0,master,1.0,1.0,2016-12-07T07:04:14Z,262.0,2016-08-11T12:22:25Z,1.0,25.0,1.0,2018-02-04T09:09:14Z,1.0,13.0,4.0,True,30.0,16.0,1.0,24.0,118.0,187.0,750,1.0,1.0,1.0
1.0,1.0,2011-12-29T23:52:27Z,1.0,,10.0,Java,juniorz/ontouml_ecore,0.0,1.0,,1.0,0.0,,0.0,1.0,done,110.0,45.0,49.0,0.0,1,1.0,1.0,1.0,628141c01ebfc991b12e84528d987627f6f74bef,,46.0,1.0,1.0,300.0,170.0,1.0,master,1.0,1.0,2011-12-29T23:52:19Z,120.0,2011-12-21T19:10:21Z,1.0,94.0,1.0,2013-10-17T09:59:33Z,1.0,49.0,1.0,True,6.0,52.0,1.0,4.0,97.0,205.0,674,1.0,1.0,0.0
3.0,1.0,2012-03-01T20:46:38Z,2.0,,76.0,Java,mayamalakova/ReliabilityModeler,0.0,2.0,,2.0,0.0,,0.0,2.0,done,240.0,8.0,17.0,0.0,2,2.0,3.0,2.0,19feb299f7bae27e0324cc9b6233bed5c4a6c8df,,10.0,14.0,2.0,992.0,337.0,2.0,master,1.0,1.0,2012-03-01T20:45:52Z,316.0,2012-01-27T22:06:31Z,2.0,25.0,2.0,2013-10-15T19:35:59Z,1.0,17.0,5.0,True,23.0,22.0,1.0,31.0,155.0,225.0,813,1.0,2.0,0.0
1.0,1.0,2009-05-15T05:44:49Z,1.0,,8.0,0,mattwwatson/examples,0.0,1.0,,1.0,0.0,,0.0,1.0,done,30.0,5.0,5.0,0.0,1,1.0,1.0,1.0,bd1694e84175641ccb27846936973099ece94146,,6.0,6.0,1.0,92.0,44.0,1.0,master,,1.0,2009-05-15T05:44:39Z,38.0,2009-05-15T05:14:55Z,1.0,10.0,1.0,2014-04-15T13:48:23Z,1.0,5.0,1.0,True,7.0,8.0,1.0,3.0,18.0,43.0,627,1.0,1.0,0.0
3.0,1.0,2015-08-20T17:15:04Z,3.0,,60.0,Java,facundomaldonado/drarch,0.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,done,352.0,,20.0,0.0,3,3.0,3.0,3.0,608cf8eaa329b50295059d5d96d8933321c9f48d,,2.0,29.0,3.0,10576.0,437.0,3.0,master,2.0,1.0,2010-10-30T15:36:19Z,412.0,2015-08-20T16:59:14Z,3.0,20.0,,2015-10-04T20:41:12Z,3.0,20.0,1.0,True,27.0,29.0,1.0,22.0,161.0,228.0,825,1.0,3.0,0.0
1.0,1.0,2012-12-13T18:17:57Z,2.0,,61.0,Java,jreimone/TTLOfflineClient,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,done,81.0,3.0,3.0,0.0,1,2.0,1.0,2.0,2b9e4e05fcd3ccaeb261ea1884f1c6d08ce6434e,,4.0,6.0,1.0,3156.0,147.0,1.0,master,,1.0,2012-12-13T15:54:31Z,142.0,2012-01-13T11:34:53Z,1.0,6.0,1.0,2014-03-13T03:36:10Z,1.0,3.0,4.0,True,25.0,6.0,1.0,16.0,30.0,77.0,734,1.0,1.0,0.0
1.0,1.0,2012-08-22T15:49:30Z,1.0,,17.0,Java,jpospychala/com.jpospychala.graphiti.sketcher,0.0,1.0,,1.0,0.0,,0.0,1.0,done,29.0,1.0,1.0,0.0,1,1.0,1.0,1.0,14b1abdc9a8211a4226eb82c05f57361f700cc18,,2.0,2.0,1.0,116.0,48.0,1.0,master,,1.0,2012-08-22T15:48:55Z,46.0,2012-08-22T15:46:41Z,1.0,2.0,1.0,2014-09-19T17:05:27Z,1.0,1.0,1.0,True,5.0,4.0,1.0,8.0,20.0,35.0,938,1.0,1.0,7.0
1.0,0.0,2016-01-10T22:01:25Z,1.0,,44.0,JavaScript,mathck/lab4,0.0,1.0,,1.0,0.0,,0.0,1.0,done,203.0,46.0,45.0,0.0,1,1.0,1.0,1.0,3fd024dae02469037d09af8f829ddb48fda6438c,,46.0,13.0,1.0,571.0,293.0,1.0,master,,1.0,2016-01-10T22:01:06Z,247.0,2015-12-18T07:50:08Z,1.0,91.0,1.0,2015-12-18T07:50:54Z,1.0,45.0,2.0,True,52.0,48.0,1.0,35.0,102.0,255.0,699,0.0,1.0,0.0
2.0,0.0,2016-01-06T22:33:44Z,6.0,,32.0,Java,michaelgwarne/MDSD-Pet-Hotel,0.0,1.0,1.0,5.0,0.0,,0.0,5.0,done,125.0,23.0,28.0,0.0,1,6.0,2.0,2.0,0aedd8162a9754c33e883cd4ce482f667f64a697,,28.0,19.0,5.0,1746.0,192.0,1.0,master,1.0,1.0,2016-01-06T22:33:06Z,157.0,2015-11-23T12:06:35Z,1.0,51.0,1.0,2015-12-22T10:20:31Z,5.0,28.0,1.0,True,51.0,44.0,1.0,3.0,68.0,193.0,703,0.0,6.0,0.0
1.0,0.0,2012-09-11T09:58:32Z,1.0,,72.0,Java,matiuz/menumaker,0.0,0.0,,1.0,0.0,,0.0,1.0,done,732.0,4.0,4.0,0.0,1,1.0,1.0,1.0,fe4bde2cef42f075f2b594e96aae395529fdc62f,,5.0,8.0,1.0,2268.0,809.0,1.0,master,,1.0,2012-09-11T09:58:30Z,804.0,2012-09-05T15:01:05Z,1.0,8.0,1.0,2014-01-10T09:42:03Z,1.0,4.0,4.0,True,13.0,7.0,1.0,9.0,54.0,89.0,833,0.0,1.0,0.0
4.0,0.0,2017-12-15T07:58:25Z,4.0,,93.0,Java,martinglas/oida,0.0,4.0,2.0,2.0,0.0,1.0,0.0,3.0,done,189.0,1.0,26.0,0.0,4,4.0,4.0,4.0,295e99677fef5eccb87d16dc353c5ae079291d2d,,3.0,13.0,3.0,33037.0,315.0,4.0,master,2.0,1.0,2014-12-09T11:38:04Z,282.0,2014-07-23T13:10:46Z,4.0,27.0,4.0,2014-12-09T11:38:09Z,3.0,26.0,7.0,True,37.0,36.0,1.0,25.0,118.0,218.0,766,0.0,4.0,0.0
2.0,0.0,2016-05-29T12:47:05Z,2.0,,40.0,Java,mathiasroi/MBSE-grpO,0.0,2.0,,2.0,0.0,,0.0,2.0,done,118.0,16.0,16.0,0.0,2,2.0,2.0,2.0,028f3f595619aa9fcb3cae56fa6020a77b7d6fa4,,18.0,3.0,2.0,133.0,177.0,2.0,master,,1.0,2016-05-29T12:46:58Z,158.0,2016-04-17T11:29:34Z,2.0,32.0,2.0,2016-04-17T11:34:27Z,2.0,16.0,4.0,True,16.0,22.0,1.0,23.0,62.0,130.0,657,0.0,2.0,0.0
1.0,0.0,2015-11-14T13:41:57Z,2.0,,25.0,C#,markus1978/UnityCMF,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,done,152.0,2.0,10.0,0.0,1,2.0,1.0,2.0,3c8f2e67834e5bafe87b4b07d8917e4df1523341,,3.0,1.0,1.0,1056.0,189.0,2.0,master,1.0,1.0,2015-11-14T13:41:43Z,177.0,2014-11-26T13:50:03Z,1.0,12.0,1.0,2015-05-05T10:51:45Z,1.0,10.0,1.0,True,10.0,14.0,1.0,16.0,9.0,41.0,672,0.0,2.0,0.0
1.0,0.0,2017-05-21T13:33:42Z,1.0,,48.0,Java,mayerkr/onlab,0.0,1.0,,1.0,0.0,,0.0,1.0,done,435.0,9.0,9.0,0.0,1,1.0,1.0,1.0,aec8db7ac58e3bdf8b0f809140f5e6f971ef2b60,,10.0,4.0,1.0,276.0,493.0,1.0,master,,1.0,2017-03-16T09:30:32Z,483.0,2017-03-16T09:31:43Z,1.0,18.0,1.0,2017-03-16T09:31:57Z,1.0,9.0,4.0,True,17.0,12.0,1.0,15.0,91.0,140.0,812,0.0,1.0,0.0
1.0,0.0,2018-02-09T08:31:20Z,1.0,,103.0,Java,mdc-suite/mdc,0.0,1.0,,1.0,0.0,,0.0,1.0,done,513.0,3.0,3.0,0.0,1,1.0,1.0,1.0,2cb142c49ff65a633491cbd79daefd490a21d783,,4.0,3.0,1.0,1617.0,620.0,1.0,master,,1.0,2018-02-09T08:30:22Z,616.0,2017-04-10T16:05:17Z,1.0,6.0,1.0,2017-08-15T09:03:47Z,1.0,3.0,2.0,True,162.0,6.0,1.0,13.0,57.0,235.0,859,0.0,1.0,0.0
1.0,0.0,2013-08-08T11:28:29Z,1.0,,67.0,Java,marcusos/unblod,0.0,1.0,,1.0,0.0,,0.0,1.0,done,2327.0,20.0,20.0,0.0,1,1.0,1.0,1.0,e208e8298cb7aa80fd2ae78b192b8f2ca16edd31,,21.0,18.0,1.0,36372.0,2415.0,1.0,master,,1.0,2013-08-08T11:28:13Z,2394.0,2013-05-10T21:38:49Z,1.0,40.0,1.0,2014-01-29T15:00:24Z,1.0,20.0,5.0,True,31.0,23.0,1.0,27.0,95.0,182.0,2844,0.0,1.0,0.0
3.0,0.0,2017-01-24T16:38:47Z,3.0,2.0,155.0,Java,manuelleduc/object-algebra-getting-started,0.0,2.0,,5.0,0.0,,0.0,3.0,done,260.0,7.0,7.0,0.0,2,3.0,3.0,3.0,e8b081c32511c51e6668afc6fb00d3471d910dcb,2.0,16.0,2.0,3.0,301.0,427.0,3.0,master,,1.0,2017-01-24T16:38:43Z,415.0,2017-01-23T16:50:14Z,2.0,14.0,2.0,2017-01-23T17:22:33Z,3.0,7.0,16.0,True,48.0,16.0,1.0,66.0,85.0,196.0,719,0.0,3.0,1.0
