http://org.softlang.com/EcorePackageGenmodel,stargazers_count,pushed_at,http://org.softlang.com/EcorePackageXMI,http://org.softlang.com/qegal/EE,http://org.softlang.com/Folder,language,repository,http://org.softlang.com/Ant,genmodel,http://org.softlang.com/qegal/EJ1,http://org.softlang.com/qegal/EJ3,http://org.softlang.com/Pom,http://org.softlang.com/qegal/EJ2,http://org.softlang.com/Gradle,http://org.softlang.com/EcorePackageJava,state,http://org.softlang.com/File,http://org.softlang.com/EcoreClassifierJava,http://org.softlang.com/EcoreClassifierXMI,duplicates,http://org.softlang.com/qegal/E,http://org.softlang.com/qegal/G,http://org.softlang.com/Ecore,sha,http://org.softlang.com/qegal/EJJ,http://org.softlang.com/correspondsTo,eobject,http://org.softlang.com/qegal/J,size,http://org.softlang.com/partOf,ecore,default_branch,http://org.softlang.com/qegal/EJc2,components,sha_data,http://org.softlang.com/manifestsAs,created_at,http://org.softlang.com/Genmodel,http://org.softlang.com/uri,http://org.softlang.com/refersTo,updated_at,http://org.softlang.com/EcoreFactoryJava,http://org.softlang.com/name,http://org.softlang.com/OSGiProject,uniform_build,http://org.softlang.com/XML,http://org.softlang.com/nsUri,http://org.softlang.com/Manifest,http://org.softlang.com/refOccurs,http://org.softlang.com/Java,http://org.softlang.com/elementOf,http://org.softlang.com/Xtext,time,watchers_count,http://org.softlang.com/nsPrefix,forks_count,exception_in_process,http://org.softlang.com/Emfatic,http://org.softlang.com/QVTo,http://org.softlang.com/Acceleo,http://org.softlang.com/Sirius,http://org.softlang.com/GMF,http://org.softlang.com/Xpand,http://org.softlang.com/JET,http://org.softlang.com/ATL,http://org.softlang.com/IncQuery,http://org.softlang.com/OCL,http://org.softlang.com/EOL,http://org.softlang.com/Xcore,http://org.softlang.com/Eugenia,http://org.softlang.com/EVL,http://org.softlang.com/EGL
1.0,2.0,2014-12-25T18:48:09Z,1.0,,56.0,Java,skoptelov/jsonclipse,0.0,1.0,,1.0,0.0,,0.0,1.0,done,103.0,5.0,5.0,0.0,1.0,1.0,1.0,10c410716a4a01b46e97e3aa7f0ea228af82bf5b,,6.0,5.0,1.0,316.0,165.0,1.0,master,,1.0,2014-12-25T18:47:52Z,159.0,2012-12-27T14:43:37Z,1.0,10.0,,2015-03-05T10:11:06Z,1.0,5.0,3.0,True,20.0,8.0,1.0,29.0,48.0,90.0,1,641,2.0,1.0,1.0,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java.lang.NullPointerException,,,,,,,,,,,,,,,
1.0,2.0,2012-03-18T20:17:11Z,1.0,,116.0,Java,Blimster/three4g,0.0,1.0,,1.0,0.0,,0.0,1.0,done,204.0,12.0,12.0,0.0,1.0,1.0,1.0,8310170b60392b379f62c39e1831d5dd1f897f9d,,13.0,11.0,1.0,1797.0,333.0,1.0,master,,1.0,2012-03-18T20:16:45Z,320.0,2012-01-05T19:57:59Z,1.0,24.0,,2015-01-26T13:20:37Z,1.0,12.0,3.0,True,17.0,15.0,1.0,31.0,123.0,176.0,1,687,2.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2013-06-09T14:46:34Z,1.0,,78.0,Java,rwl/llvm-ir-editor,0.0,1.0,,1.0,0.0,,0.0,1.0,done,410.0,135.0,135.0,0.0,1.0,1.0,1.0,8f8bb92749d57dd23fd5c0c9421d6114ccad35b1,,136.0,62.0,1.0,15376.0,624.0,1.0,master,,1.0,2013-02-26T22:27:50Z,488.0,2013-06-09T14:43:15Z,1.0,270.0,,2016-07-03T01:03:50Z,1.0,135.0,3.0,True,20.0,138.0,1.0,28.0,342.0,644.0,1,875,2.0,1.0,0.0,,,,,,,,,,,,,,,,
6.0,2.0,2014-03-13T20:07:59Z,6.0,,677.0,Java,multi-perspectives/cluster,0.0,6.0,,7.0,0.0,,0.0,7.0,done,1843.0,37.0,28.0,0.0,6.0,6.0,6.0,8c3f2ccfc784fb0e0cce7411f75e18e25735e9f8,1.0,44.0,33.0,7.0,22971.0,2559.0,6.0,master,,1.0,2014-03-13T20:07:59Z,2520.0,2011-12-01T11:41:12Z,6.0,65.0,6.0,2014-03-13T20:08:09Z,7.0,28.0,28.0,True,289.0,48.0,1.0,258.0,1241.0,1689.0,,1951,2.0,6.0,1.0,,,,,,,,,,,,,,,,
3.0,2.0,2017-04-27T13:44:44Z,3.0,,365.0,Java,SOM-Research/gamification-modeling-learning,0.0,3.0,,3.0,0.0,,0.0,3.0,done,547.0,20.0,20.0,0.0,3.0,3.0,3.0,9c8003a3db7b167426e3858d4d45d9c6706f75b2,,23.0,9.0,3.0,2496.0,937.0,3.0,master,,1.0,2017-04-27T13:55:07Z,912.0,2017-03-17T10:56:19Z,3.0,40.0,,2018-01-30T17:55:11Z,3.0,20.0,18.0,True,58.0,29.0,1.0,157.0,202.0,354.0,3,828,2.0,3.0,1.0,,,,,,,,,,,2,,,,,
"",2.0,2012-12-19T14:57:13Z,,,61.0,Java,kthoms/sadl,0.0,0.0,,,0.0,,0.0,,done,122.0,,,0.0,,,,5c6643f50bebc679104c942c7686c15017552a02,,,1.0,,392.0,182.0,0.0,xtext2,,1.0,2011-11-22T20:37:15Z,183.0,2011-10-19T07:56:42Z,,,,2017-01-24T19:32:40Z,,,5.0,True,23.0,,1.0,39.0,70.0,103.0,2,672,2.0,,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2015-01-06T16:32:34Z,7.0,,48.0,Java,verath/hotel-california,0.0,1.0,3.0,4.0,0.0,,0.0,4.0,done,243.0,58.0,82.0,0.0,7.0,1.0,2.0,b70c95796fedfdf8756e1f14bbc1628f9d29988e,,62.0,24.0,4.0,16480.0,380.0,2.0,develop,1.0,1.0,2015-01-06T16:25:24Z,291.0,2014-11-27T14:59:14Z,1.0,140.0,1.0,2015-01-29T09:52:22Z,4.0,82.0,1.0,True,20.0,97.0,1.0,2.0,196.0,377.0,,829,2.0,7.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2016-01-22T16:58:42Z,1.0,,483.0,Java,ESIR2Compilation/Langage-WHILE,0.0,1.0,,1.0,0.0,,0.0,1.0,done,752.0,25.0,25.0,0.0,1.0,1.0,1.0,2de4350e176afd9d0b4e34b40fad85a861b94a65,,26.0,25.0,1.0,40778.0,1261.0,1.0,master,,1.0,2016-01-22T16:58:42Z,1235.0,2015-11-09T08:50:10Z,1.0,50.0,,2016-03-22T14:48:03Z,1.0,25.0,3.0,True,61.0,28.0,1.0,27.0,129.0,252.0,1,1812,2.0,1.0,0.0,,,,,,,,,,,,,,,,
2.0,2.0,2017-02-02T13:42:01Z,2.0,,152.0,Java,bioclipse/bioclipse.qsar,0.0,2.0,,2.0,0.0,,0.0,2.0,done,615.0,38.0,43.0,0.0,2.0,2.0,2.0,7bf39714fd52659216503e96b9bf769e67804ffb,,40.0,71.0,2.0,13422.0,813.0,2.0,master,2.0,1.0,2017-01-26T16:33:00Z,767.0,2010-08-10T09:46:33Z,2.0,81.0,2.0,2014-11-24T15:54:27Z,2.0,43.0,12.0,True,60.0,49.0,1.0,132.0,256.0,433.0,,906,2.0,2.0,1.0,,,,,,,,,,,,,,,,
5.0,2.0,2018-02-20T17:22:44Z,7.0,,176.0,Java,epsilonlabs/emf-cbp,0.0,4.0,1.0,6.0,0.0,,0.0,6.0,done,1167.0,277.0,300.0,0.0,7.0,5.0,8.0,a9116adcd6818f75fd2f2cdd110122f11165e19f,,283.0,19.0,6.0,10504.0,1654.0,6.0,master,1.0,1.0,2018-02-20T17:22:37Z,1343.0,2016-10-20T13:10:54Z,5.0,577.0,5.0,2017-07-11T18:01:45Z,6.0,300.0,7.0,True,89.0,319.0,1.0,69.0,979.0,1696.0,,1199,2.0,7.0,0.0,,7,,,,,,,,,,7,,,,
1.0,2.0,2012-01-06T16:53:09Z,1.0,,82.0,Java,bhdrkn/Protocol-Definition-Language,0.0,1.0,1.0,,0.0,,0.0,,done,149.0,,33.0,0.0,1.0,1.0,1.0,51cc0e22b53e04bdc95e31d532e372af6de0b476,,,12.0,,436.0,265.0,1.0,master,,1.0,2012-01-06T16:52:56Z,231.0,2011-10-20T18:12:59Z,1.0,33.0,,2018-02-18T21:08:19Z,,33.0,3.0,True,17.0,34.0,1.0,27.0,99.0,159.0,1,640,2.0,1.0,0.0,,,,,,,1,,,,,,,,,
2.0,2.0,2012-01-31T00:24:30Z,2.0,,176.0,Java,MacJariel/dsl-debugger,0.0,2.0,,2.0,0.0,,0.0,2.0,done,263.0,20.0,20.0,0.0,2.0,2.0,2.0,f9b90ced72c8248345a6435439dccf924ad9756a,,22.0,13.0,2.0,676.0,462.0,2.0,master,,1.0,2012-01-31T00:22:35Z,439.0,2011-05-14T17:47:19Z,2.0,40.0,1.0,2013-09-24T07:47:08Z,2.0,20.0,13.0,True,46.0,26.0,1.0,93.0,149.0,273.0,1,782,2.0,2.0,0.0,,,,5,,,,,,,,,,,,
1.0,2.0,2011-10-05T14:22:32Z,1.0,,51.0,Java,ceefour/glproto,0.0,1.0,,1.0,0.0,,0.0,1.0,done,77.0,3.0,3.0,0.0,1.0,1.0,1.0,c24700ad84775a04172dc530dc11bcd4e0d6d829,,4.0,3.0,1.0,160.0,132.0,1.0,master,,1.0,2011-10-05T14:21:52Z,128.0,2011-09-23T18:21:38Z,1.0,6.0,,2013-12-03T14:33:30Z,1.0,3.0,3.0,True,14.0,6.0,1.0,31.0,47.0,79.0,1,625,2.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,2.0,2016-06-01T08:46:41Z,2.0,,52.0,Java,Somae/mdsd-factory-dsl,0.0,1.0,,2.0,0.0,,0.0,2.0,done,125.0,9.0,9.0,0.0,2.0,1.0,1.0,5d0da618297a3ae43dfe1025e2f844634da8e854,,11.0,2.0,2.0,154.0,188.0,1.0,master,,1.0,2016-06-01T08:46:22Z,177.0,2016-05-18T14:31:57Z,1.0,18.0,1.0,2016-05-25T14:20:51Z,2.0,9.0,5.0,True,21.0,15.0,1.0,21.0,64.0,122.0,,625,2.0,2.0,0.0,,,,,1,,,,,,,,,,,
1.0,2.0,2013-09-08T22:11:01Z,4.0,,113.0,Java,eyal-lezmy/Android-DataLib,0.0,1.0,,4.0,0.0,,0.0,4.0,done,332.0,14.0,14.0,0.0,4.0,1.0,1.0,a48c6fe108ce813c85b9a9e4c051e0979b58a1e8,,18.0,10.0,4.0,184.0,463.0,1.0,master,,1.0,2013-09-08T22:09:52Z,445.0,2012-12-21T21:43:16Z,1.0,28.0,1.0,2015-09-26T10:35:01Z,4.0,14.0,2.0,True,52.0,26.0,1.0,21.0,213.0,312.0,,793,2.0,4.0,4.0,,,,22,,,,,,,,,,,,
1.0,2.0,2012-01-30T18:42:20Z,1.0,,60.0,Java,eneufeld/EMF-ModelGenerator,0.0,1.0,1.0,,0.0,1.0,0.0,1.0,done,96.0,7.0,7.0,0.0,1.0,1.0,1.0,f575311eba2cd7818b5dd13b56742792a04397de,,,7.0,1.0,388.0,164.0,1.0,master,,1.0,2012-01-30T18:42:10Z,156.0,2011-12-05T15:07:10Z,1.0,14.0,1.0,2013-10-24T02:34:21Z,1.0,7.0,4.0,True,12.0,10.0,1.0,12.0,60.0,100.0,,693,2.0,1.0,1.0,,,,,,,,,,,,,,,,
"",2.0,2014-05-07T13:18:34Z,1.0,,12.0,Java,PraktischeInformatik/bpmnConverter,0.0,0.0,1.0,,0.0,,0.0,,done,64.0,,147.0,0.0,1.0,,1.0,95f983d2347469567f07f7f64f4754401d843676,,,0.0,,280.0,223.0,1.0,master,,1.0,2014-05-07T13:17:11Z,76.0,2014-03-04T11:16:15Z,,147.0,,2016-08-08T11:53:47Z,,147.0,1.0,True,5.0,148.0,1.0,4.0,4.0,160.0,,609,2.0,1.0,0.0,,,,,,,,,,,,,,,,
5.0,2.0,2017-07-15T09:04:26Z,44.0,18.0,185.0,Java,MDEGroup/MDEProfile,0.0,5.0,30.0,14.0,0.0,,0.0,10.0,done,946.0,219.0,1305.0,0.0,44.0,5.0,17.0,6ea6b4e9f07515294e677d10980fe26601fb6d56,,253.0,37.0,10.0,22717.0,2484.0,17.0,master,3.0,1.0,2017-07-15T09:04:01Z,1131.0,2017-06-06T13:25:35Z,5.0,1524.0,5.0,2017-11-09T14:51:42Z,10.0,1305.0,9.0,True,65.0,1369.0,1.0,66.0,707.0,2405.0,,1500,2.0,44.0,0.0,,6,,1,,,,,4,,,,,,,
5.0,2.0,2013-03-28T08:13:31Z,5.0,,287.0,Java,donat/incquery-deps,0.0,5.0,,6.0,0.0,,0.0,6.0,done,680.0,51.0,42.0,0.0,5.0,5.0,5.0,47ab59898e5b1d3bfc74ff6640c7e22d13e7872e,1.0,57.0,32.0,6.0,23008.0,1018.0,5.0,master,,1.0,2013-03-28T08:13:28Z,967.0,2012-05-22T15:25:47Z,5.0,93.0,5.0,2014-03-27T15:37:51Z,6.0,42.0,21.0,True,103.0,59.0,1.0,133.0,266.0,536.0,,1265,2.0,5.0,0.0,,,,,,,,,,6,,,,,,
1.0,2.0,2013-01-10T20:31:24Z,1.0,,79.0,Java,LorenzoBettini/xtext-scoping,0.0,1.0,,1.0,0.0,,0.0,1.0,done,89.0,4.0,4.0,0.0,1.0,1.0,1.0,f17ddf452d40a8a1a87f18d0d560ab99e2554416,,5.0,4.0,1.0,224.0,173.0,1.0,master,,1.0,2013-01-10T20:31:13Z,168.0,2012-05-29T10:05:54Z,1.0,8.0,,2018-01-23T08:27:36Z,1.0,4.0,3.0,True,17.0,7.0,1.0,31.0,47.0,84.0,1,718,2.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2015-05-15T09:19:03Z,1.0,,173.0,Java,spoenemann/xtext-gef,0.0,1.0,,1.0,0.0,,0.0,1.0,done,316.0,10.0,10.0,0.0,1.0,1.0,1.0,655f1ef1a9b32562af1874da48b738d41c59a844,,11.0,7.0,1.0,652.0,500.0,1.0,master,,1.0,2015-05-15T09:18:57Z,489.0,2015-03-27T08:18:11Z,1.0,20.0,,2017-11-23T13:23:21Z,1.0,10.0,8.0,True,33.0,13.0,1.0,91.0,166.0,241.0,1,731,1.0,1.0,2.0,,,,,1,1,,,,,,,,,,
1.0,1.0,2017-05-30T16:28:15Z,1.0,,33.0,Java,sinemgetir/state-elimination-mt,0.0,1.0,,1.0,0.0,,0.0,1.0,done,126.0,3.0,3.0,0.0,1.0,1.0,1.0,8748d42eef0079ef4a0133a1c6fff0c66ce06d77,,4.0,3.0,1.0,23542.0,163.0,1.0,master,,1.0,2017-05-30T16:28:14Z,159.0,2017-04-25T22:41:27Z,1.0,6.0,1.0,2017-05-17T07:02:42Z,1.0,3.0,2.0,True,37.0,6.0,1.0,6.0,31.0,84.0,,2250,1.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,1.0,2017-09-19T10:56:26Z,1.0,,167.0,Java,specs-feup/PipesGraphLanguage,0.0,1.0,,1.0,0.0,,0.0,1.0,done,311.0,10.0,10.0,0.0,1.0,1.0,1.0,0315c6a075ca2332c1ab72ffead1eed773998382,,11.0,7.0,1.0,2896.0,489.0,1.0,master,,1.0,2017-09-19T10:56:07Z,478.0,2017-07-26T17:10:25Z,1.0,20.0,,2017-09-16T17:52:04Z,1.0,10.0,5.0,True,18.0,13.0,1.0,38.0,73.0,127.0,2,781,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2017-06-04T11:31:20Z,1.0,,86.0,Java,MagnarGya/CommonLanguageForRobots,0.0,1.0,,1.0,0.0,,0.0,1.0,done,181.0,31.0,31.0,0.0,1.0,1.0,1.0,533d50f022a607483fd5f1e55e29941f7ff09688,,32.0,9.0,1.0,2307.0,299.0,1.0,master,,1.0,2017-06-04T11:31:21Z,267.0,2017-05-03T11:00:41Z,1.0,62.0,,2017-05-19T10:13:28Z,1.0,31.0,3.0,True,22.0,34.0,1.0,30.0,107.0,203.0,1,719,1.0,1.0,2.0,,,,,,,,,,,,,,,,
2.0,1.0,2012-05-08T11:29:15Z,2.0,,58.0,Java,spherio/FuzzyModelTesting,0.0,2.0,,2.0,0.0,,0.0,2.0,done,126.0,11.0,11.0,0.0,2.0,2.0,2.0,eb0428ca31b23f4939bc55ed745f46dfc48e4124,,13.0,20.0,2.0,580.0,198.0,2.0,master,,1.0,2012-05-08T11:28:45Z,184.0,2012-04-17T16:01:43Z,2.0,22.0,2.0,2013-09-28T18:16:29Z,2.0,11.0,5.0,True,28.0,17.0,1.0,24.0,75.0,147.0,,658,1.0,2.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2015-12-16T14:19:02Z,2.0,,120.0,Java,masters-info-nantes/zhuan-hua-tu,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,done,221.0,10.0,266.0,0.0,2.0,1.0,2.0,b374302b4bda127696a00654863b1daabdbbff1f,,11.0,10.0,1.0,7334.0,609.0,1.0,master,,1.0,2015-12-16T14:18:51Z,341.0,2015-11-04T09:18:45Z,1.0,276.0,,2015-11-16T22:18:35Z,1.0,266.0,3.0,True,36.0,270.0,1.0,27.0,59.0,385.0,1,876,1.0,2.0,0.0,,,,,,,,,1,,,,,,,
1.0,1.0,2014-12-25T16:06:03Z,1.0,,74.0,Java,kuniss/Aqua,0.0,1.0,,1.0,0.0,,0.0,1.0,done,134.0,25.0,25.0,0.0,1.0,1.0,1.0,90e29346bfcba9e3c1360a91110165f1e2dfb560,,26.0,10.0,1.0,552.0,234.0,1.0,master,,1.0,2014-12-25T15:37:34Z,208.0,2014-12-25T15:59:49Z,1.0,50.0,,2016-02-14T12:58:40Z,1.0,25.0,3.0,True,17.0,28.0,1.0,34.0,79.0,158.0,1,685,1.0,1.0,0.0,,,,,,,,,,,,,,,,
"",1.0,2015-11-27T13:08:17Z,1.0,,24.0,Java,masters-info-nantes/MagicalEditor,0.0,0.0,1.0,,0.0,,0.0,,done,22.0,,16.0,0.0,1.0,,1.0,30204b00cdecded561bf5656b0700d7073a98345,,,0.0,,453.0,62.0,1.0,master,,1.0,2015-11-27T13:08:17Z,46.0,2015-11-06T10:34:22Z,,16.0,,2015-11-16T22:18:25Z,,16.0,2.0,True,10.0,17.0,1.0,7.0,2.0,34.0,,641,1.0,1.0,0.0,,,,,1,,,,,,,,,,,
1.0,1.0,2015-07-14T09:03:26Z,1.0,,49.0,Java,chorlang/chor-eclipse,0.0,1.0,,1.0,0.0,,0.0,1.0,done,198.0,40.0,34.0,0.0,1.0,1.0,1.0,642a92833f7193e404be349fbbc9b9a3bee87f4d,,35.0,21.0,1.0,1584.0,282.0,1.0,master,,1.0,2012-12-04T15:18:51Z,247.0,2015-07-14T09:02:20Z,1.0,74.0,,2017-02-07T14:27:37Z,1.0,34.0,3.0,True,21.0,37.0,1.0,26.0,128.0,235.0,1,766,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2012-02-08T09:29:01Z,1.0,,12.0,Java,eclipsechaser/de.eclipsechaser.examples.gef3d,0.0,0.0,,1.0,0.0,,0.0,1.0,done,22.0,4.0,4.0,0.0,1.0,1.0,1.0,c575d7acfbeb06e7956ba5116bb7dbbf778a3c16,,5.0,4.0,1.0,104.0,39.0,1.0,master,,1.0,2012-02-08T09:27:29Z,34.0,2012-02-08T09:02:03Z,1.0,8.0,1.0,2014-01-01T15:51:54Z,1.0,4.0,1.0,True,5.0,7.0,1.0,2.0,14.0,35.0,,640,1.0,1.0,1.0,,,,,,,,,,,,,,,,
1.0,1.0,2015-11-08T19:55:57Z,1.0,,91.0,Java,MRMikaelJ/EDAN70,0.0,1.0,,1.0,0.0,,0.0,1.0,done,154.0,18.0,18.0,0.0,1.0,1.0,1.0,e6d52d9f519fcb640aeb92dbb2accfa0e3d70da7,,19.0,8.0,1.0,1880.0,264.0,1.0,master,,1.0,2015-11-08T19:55:53Z,245.0,2015-11-03T17:25:31Z,1.0,36.0,,2015-11-03T19:29:30Z,1.0,18.0,3.0,True,17.0,21.0,1.0,27.0,76.0,141.0,2,718,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2013-09-27T20:46:19Z,1.0,,92.0,Java,edgarmueller/xtext-recordmapper,0.0,1.0,,1.0,0.0,,0.0,1.0,done,130.0,10.0,11.0,0.0,1.0,1.0,1.0,9fabbab4f54e2bf7a4c4acacacfb6bcccec9cf80,,11.0,5.0,1.0,1836.0,234.0,1.0,master,1.0,1.0,2013-09-27T20:45:08Z,222.0,2013-09-27T20:44:03Z,1.0,21.0,,2015-12-23T13:38:56Z,1.0,11.0,3.0,True,16.0,14.0,1.0,30.0,49.0,98.0,1,720,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2017-03-21T16:40:48Z,1.0,,20.0,Java,MDEGroup/MDECourse2017EMFDemo,0.0,1.0,,1.0,0.0,,0.0,1.0,done,57.0,7.0,7.0,0.0,1.0,1.0,1.0,bda9b400085449315ca6749bde5f790420824960,,8.0,2.0,1.0,45.0,85.0,1.0,master,,1.0,2017-03-21T16:40:09Z,77.0,2017-03-21T16:37:30Z,1.0,14.0,1.0,2017-06-20T13:43:59Z,1.0,7.0,2.0,True,8.0,10.0,1.0,6.0,20.0,52.0,,703,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2016-06-01T03:10:13Z,1.0,,72.0,Java,MenthorTools/menthor-xcore,0.0,1.0,,1.0,0.0,,0.0,1.0,done,305.0,35.0,35.0,0.0,1.0,1.0,1.0,67fd9b73818c438a4200b7e3ad603c6be1cf69e3,,35.0,2.0,1.0,3389.0,413.0,1.0,master,1.0,1.0,2016-06-01T03:10:13Z,377.0,2015-06-09T22:39:07Z,1.0,70.0,1.0,2016-11-07T10:59:23Z,1.0,35.0,6.0,True,29.0,38.0,1.0,47.0,123.0,240.0,,828,1.0,1.0,0.0,,,,,,,,,,,7,,1,,,
2.0,1.0,2016-08-14T20:49:51Z,2.0,,63.0,Java,simonpetersen/MBSE-I,0.0,2.0,,2.0,0.0,,0.0,2.0,done,156.0,14.0,14.0,0.0,2.0,2.0,2.0,088b82fee8aa6b63c705650f3ac7a2c0f40fd5d9,,16.0,0.0,2.0,196.0,236.0,2.0,master,,1.0,2016-08-14T20:49:55Z,219.0,2016-06-10T08:31:58Z,2.0,28.0,2.0,2016-06-20T13:40:27Z,2.0,14.0,3.0,True,14.0,20.0,1.0,20.0,57.0,117.0,,656,1.0,2.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2014-04-21T22:59:17Z,15.0,,195.0,JavaScript,zwgirl/jswpf,0.0,1.0,11.0,4.0,0.0,,0.0,4.0,done,4250.0,21.0,217.0,0.0,15.0,1.0,3.0,c4e983c4746ce1261dd6b5ab619b677c44d75176,,23.0,19.0,4.0,11448.0,4677.0,2.0,master,4.0,1.0,2014-04-21T22:54:37Z,4445.0,2014-04-21T22:51:09Z,1.0,238.0,1.0,2017-06-07T08:20:05Z,4.0,217.0,7.0,True,55.0,239.0,1.0,3.0,1144.0,1479.0,,4454,1.0,14.0,1.0,,,,,,,,,,,,,,,,
1.0,1.0,2014-07-14T12:14:01Z,1.0,,96.0,Java,leolimasa/reqlang,0.0,1.0,,1.0,0.0,,0.0,1.0,done,199.0,8.0,8.0,0.0,1.0,1.0,1.0,b5e1c316c2b1f4da684e43e1fd1f5820693f9a5d,,9.0,6.0,1.0,1700.0,304.0,1.0,master,,1.0,2014-07-14T12:13:51Z,295.0,2014-07-14T12:08:29Z,1.0,16.0,,2016-06-15T11:58:07Z,1.0,8.0,3.0,True,17.0,11.0,1.0,30.0,53.0,98.0,2,735,1.0,1.0,0.0,,,,,,,,,,,,,,,,
2.0,1.0,2015-12-01T15:59:56Z,3.0,,46.0,Java,markus1978/RandomEMF,0.0,2.0,3.0,,0.0,,0.0,,done,110.0,,29.0,0.0,3.0,2.0,3.0,9a0449a283454c2d4c6f0707c34f9a8c7299e264,,,3.0,,1994.0,189.0,3.0,master,,1.0,2015-12-01T15:59:53Z,156.0,2015-01-29T14:31:16Z,2.0,29.0,1.0,2016-07-07T14:28:54Z,,29.0,3.0,True,23.0,32.0,1.0,34.0,16.0,84.0,1,750,1.0,3.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2012-03-12T02:53:20Z,1.0,,121.0,Java,peterhfeiler/XtextGMFExample,0.0,1.0,,1.0,0.0,,0.0,1.0,done,268.0,8.0,8.0,0.0,1.0,1.0,1.0,35be05c9827b3afa8833af0acfb1b9ee501e72f3,,9.0,6.0,1.0,320.0,398.0,1.0,master,,1.0,2012-03-12T02:41:09Z,389.0,2012-03-12T02:47:48Z,1.0,16.0,,2013-10-07T01:18:57Z,1.0,8.0,6.0,True,28.0,11.0,1.0,71.0,172.0,234.0,1,917,1.0,1.0,0.0,,,,,,1,,,,,,,,,,
2.0,1.0,2014-08-30T13:45:51Z,2.0,2.0,88.0,Java,rogiok/leta-plugin,0.0,2.0,,2.0,0.0,,0.0,1.0,done,288.0,23.0,44.0,0.0,2.0,2.0,2.0,ea50186da519436ccf6cf69f6f2b563cc1a6dc7d,,48.0,22.0,1.0,2330.0,423.0,2.0,master,,1.0,2014-08-30T13:41:56Z,376.0,2011-11-12T17:03:18Z,2.0,67.0,,2014-08-30T12:45:22Z,1.0,44.0,4.0,True,19.0,48.0,1.0,39.0,122.0,226.0,2,766,1.0,2.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2017-12-30T19:29:37Z,5.0,,26.0,0,cocome-community-case-study/models,0.0,1.0,5.0,,0.0,,0.0,,done,129.0,,42.0,0.0,5.0,1.0,1.0,d73315871ed69ce4ba9707bae680add950a66921,,,0.0,,6556.0,202.0,1.0,master,,1.0,2017-12-30T19:29:32Z,155.0,2016-05-11T15:12:19Z,1.0,42.0,1.0,2017-02-20T17:59:25Z,,42.0,1.0,True,105.0,47.0,1.0,9.0,,157.0,,1093,1.0,5.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2017-07-06T12:49:09Z,1.0,,111.0,Java,TypeFox/Xtext-XMI,0.0,1.0,,1.0,0.0,,0.0,1.0,done,116.0,1.0,1.0,0.0,1.0,1.0,1.0,d8406ddcb14be5a687713b33963acd7034acce75,,2.0,1.0,1.0,89.0,229.0,1.0,master,,1.0,2017-07-06T12:49:09Z,227.0,2017-07-06T09:23:58Z,1.0,2.0,1.0,2017-08-04T07:08:40Z,1.0,1.0,7.0,True,23.0,4.0,1.0,42.0,35.0,80.0,1,641,1.0,1.0,0.0,,,,,,,,,,,,,,,,
1.0,1.0,2014-01-30T00:34:22Z,1.0,,79.0,Java,road-framework/ROADDesigner,0.0,1.0,,1.0,0.0,,0.0,1.0,done,394.0,29.0,29.0,0.0,1.0,1.0,1.0,576397d2a943e2045c55a25f4781d608fe5fd637,,30.0,44.0,1.0,1092.0,503.0,1.0,master,,1.0,2014-01-30T00:34:22Z,473.0,2014-01-29T01:21:33Z,1.0,58.0,1.0,2017-01-20T13:59:24Z,1.0,29.0,3.0,True,32.0,32.0,1.0,36.0,258.0,360.0,,828,1.0,1.0,0.0,,,,,,1,,,,,,,,,,
2.0,1.0,2015-08-09T20:43:02Z,2.0,,42.0,Java,SOM-Research/ocl-backwardreasoning,0.0,2.0,,2.0,0.0,,0.0,2.0,done,89.0,11.0,11.0,0.0,2.0,2.0,2.0,6b8cadfdf659b20a1eaf6029c87438539557a6be,,13.0,8.0,2.0,272.0,145.0,2.0,master,,1.0,2015-08-09T20:43:00Z,131.0,2015-05-18T01:38:13Z,2.0,22.0,2.0,2017-09-18T14:14:17Z,2.0,11.0,3.0,True,20.0,17.0,1.0,10.0,54.0,114.0,,625,1.0,2.0,0.0,,,,,,,,,,,2,,,,,
